2024-09-27 17:13:04 - INFO - Loading Dataset...
2024-09-27 17:13:04 - INFO - Load Succ
2024-09-27 17:13:04 - INFO - Handling Data...
2024-09-27 17:13:04 - INFO - Preprocess Data Done
2024-09-27 17:13:04 - INFO - Building Decision Tree...
2024-09-27 17:16:30 - INFO - Construct: feature - 5 | threshold - 2
2024-09-27 17:19:03 - INFO - Construct: feature - 4 | threshold - -0.8087592209689838
2024-09-27 17:19:03 - INFO - Construct: feature - 6 | threshold - 2
2024-09-27 17:19:03 - INFO - Construct: feature - 12 | threshold - -1.0073066355832974
2024-09-27 17:19:03 - INFO - Construct: feature - 0 | threshold - 0.32392089299273163
2024-09-27 17:19:03 - INFO - Construct: feature - 11 | threshold - 3.880582028311472
2024-09-27 17:19:03 - INFO - Construct: feature - 0 | threshold - -0.8490804495606261
2024-09-27 17:19:03 - INFO - Construct: feature - 0 | threshold - 0.1772957251735619
2024-09-27 17:19:03 - INFO - Construct: feature - 7 | threshold - 1
2024-09-27 17:19:03 - INFO - Construct: feature - 12 | threshold - 2.7992123531412294
2024-09-27 17:19:03 - INFO - Construct: feature - 2 | threshold - 1.225700118040748
2024-09-27 17:19:03 - INFO - Construct: feature - 0 | threshold - 0.030670557354392187
2024-09-27 17:19:03 - INFO - Construct: feature - 3 | threshold - 8
2024-09-27 17:19:03 - INFO - Construct: feature - 0 | threshold - 0.030670557354392187
2024-09-27 17:19:03 - INFO - Construct: feature - 10 | threshold - 0.40437087400652855
2024-09-27 17:19:03 - INFO - Construct: feature - 6 | threshold - 0
2024-09-27 17:19:03 - INFO - Construct: feature - 3 | threshold - 10
2024-09-27 17:19:03 - INFO - Construct: feature - 12 | threshold - 1.1794170387903669
2024-09-27 17:19:03 - INFO - Construct: feature - 1 | threshold - 5
2024-09-27 17:19:03 - INFO - Construct: feature - 0 | threshold - 1.3502970677269197
2024-09-27 17:19:03 - INFO - Construct: feature - 2 | threshold - -1.2879913106131675
2024-09-27 17:19:03 - INFO - Construct: feature - 2 | threshold - -0.587156146656273
2024-09-27 17:19:03 - INFO - Construct: feature - 1 | threshold - 5
2024-09-27 17:19:03 - INFO - Construct: feature - 2 | threshold - -0.6271472950240615
2024-09-27 17:19:03 - INFO - Construct: feature - 0 | threshold - 0.8371089803598256
2024-09-27 17:19:03 - INFO - Construct: feature - 11 | threshold - -0.2166595270325583
2024-09-27 17:19:03 - INFO - Construct: feature - 1 | threshold - 5
2024-09-27 17:19:03 - INFO - Construct: feature - 2 | threshold - -0.34384586917861915
2024-09-27 17:19:03 - INFO - Construct: feature - 2 | threshold - -0.9099939530131538
2024-09-27 17:19:03 - INFO - Construct: feature - 2 | threshold - -0.12197600126180526
2024-09-27 17:19:03 - INFO - Construct: feature - 2 | threshold - -0.7334682301065829
2024-09-27 17:19:03 - INFO - Construct: feature - 0 | threshold - 2.230048074641938
2024-09-27 17:19:03 - INFO - Construct: feature - 7 | threshold - 2
2024-09-27 17:19:03 - INFO - Construct: feature - 0 | threshold - 1.8634851550940137
2024-09-27 17:19:03 - INFO - Construct: feature - 0 | threshold - 1.4969222355460894
2024-09-27 17:19:03 - INFO - Construct: feature - 7 | threshold - 2
2024-09-27 17:19:03 - INFO - Construct: feature - 2 | threshold - 1.4507817839430346
2024-09-27 17:19:04 - INFO - Construct: feature - 3 | threshold - 10
2024-09-27 17:19:04 - INFO - Construct: feature - 0 | threshold - 1.7901725711844287
2024-09-27 17:19:04 - INFO - Construct: feature - 0 | threshold - 2.0101103229131834
2024-09-27 17:19:04 - INFO - Construct: feature - 0 | threshold - -0.18926719437436237
2024-09-27 17:19:04 - INFO - Construct: feature - 6 | threshold - 13
2024-09-27 17:19:04 - INFO - Construct: feature - 13 | threshold - 22
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - 0.39089792306738114
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - 0.39104951235283114
2024-09-27 17:19:04 - INFO - Construct: feature - 6 | threshold - 9
2024-09-27 17:19:04 - INFO - Construct: feature - 6 | threshold - 8
2024-09-27 17:19:04 - INFO - Construct: feature - 6 | threshold - 4
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - -0.822299551380306
2024-09-27 17:19:04 - INFO - Construct: feature - 0 | threshold - -0.409204946103117
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - -0.9149585021116425
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - -0.4462728544911426
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - -0.08995276471048444
2024-09-27 17:19:04 - INFO - Construct: feature - 0 | threshold - -0.7024552817414563
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - -0.34021720065815886
2024-09-27 17:19:04 - INFO - Construct: feature - 3 | threshold - 10
2024-09-27 17:19:04 - INFO - Construct: feature - 0 | threshold - -0.4825175300127018
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - -0.4247282272965558
2024-09-27 17:19:04 - INFO - Construct: feature - 12 | threshold - 0.6124886787675651
2024-09-27 17:19:04 - INFO - Construct: feature - 3 | threshold - 6
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - 0.5634444272308885
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - -0.04909945228169882
2024-09-27 17:19:04 - INFO - Construct: feature - 2 | threshold - 1.4458361835052271
2024-09-27 17:19:05 - INFO - Construct: feature - 11 | threshold - 3.9326971540911355
2024-09-27 17:19:05 - INFO - Construct: feature - 4 | threshold - -1.9748580118280852
2024-09-27 17:19:05 - INFO - Construct: feature - 1 | threshold - 7
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - -1.5074168013020997
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - -1.5210787856532844
2024-09-27 17:19:05 - INFO - Construct: feature - 6 | threshold - 11
2024-09-27 17:19:05 - INFO - Construct: feature - 3 | threshold - 7
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - 0.23423987088510606
2024-09-27 17:19:05 - INFO - Construct: feature - 12 | threshold - 0.6934784444851082
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - 1.9050759237761214
2024-09-27 17:19:05 - INFO - Construct: feature - 0 | threshold - 0.9837341481789953
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - -0.6097808475096914
2024-09-27 17:19:05 - INFO - Construct: feature - 6 | threshold - 13
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - -0.047289855186638974
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - 1.3719458811786736
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - 0.05580033324972844
2024-09-27 17:19:05 - INFO - Construct: feature - 12 | threshold - 1.26040680450791
2024-09-27 17:19:05 - INFO - Construct: feature - 12 | threshold - -0.6833475727131249
2024-09-27 17:19:05 - INFO - Construct: feature - 0 | threshold - 1.8634851550940137
2024-09-27 17:19:05 - INFO - Construct: feature - 10 | threshold - 0.2108752170279458
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - 0.20595899481833307
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - 0.20725697807499904
2024-09-27 17:19:05 - INFO - Construct: feature - 3 | threshold - 8
2024-09-27 17:19:05 - INFO - Construct: feature - 12 | threshold - 0.12655008446230637
2024-09-27 17:19:05 - INFO - Construct: feature - 1 | threshold - 5
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - 1.7363759977309088
2024-09-27 17:19:05 - INFO - Construct: feature - 2 | threshold - 1.832909949571562
2024-09-27 17:19:05 - INFO - Construct: feature - 6 | threshold - 4
2024-09-27 17:19:05 - INFO - Construct: feature - 11 | threshold - 4.689607314224345
2024-09-27 17:19:21 - INFO - Construct: feature - 0 | threshold - -0.26257977828394724
2024-09-27 17:19:22 - INFO - Construct: feature - 0 | threshold - -1.0690182012893807
2024-09-27 17:19:23 - INFO - Construct: feature - 12 | threshold - 0.36951938161493575
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - 3.088808230864457
2024-09-27 17:19:23 - INFO - Construct: feature - 0 | threshold - -1.2156433691085504
2024-09-27 17:19:23 - INFO - Construct: feature - 10 | threshold - 0.3878513007725278
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - 0.3950287310958947
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - -1.177634310805539
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - -1.307262098526004
2024-09-27 17:19:23 - INFO - Construct: feature - 7 | threshold - 2
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - 0.4902457510192007
2024-09-27 17:19:23 - INFO - Construct: feature - 12 | threshold - -0.19740897840786611
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - 0.4369147455318087
2024-09-27 17:19:23 - INFO - Construct: feature - 6 | threshold - 4
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - 1.763103083621819
2024-09-27 17:19:23 - INFO - Construct: feature - 6 | threshold - 0
2024-09-27 17:19:23 - INFO - Construct: feature - 12 | threshold - 0.7744682102026513
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - -1.2221447147458067
2024-09-27 17:19:23 - INFO - Construct: feature - 3 | threshold - 2
2024-09-27 17:19:23 - INFO - Construct: feature - 4 | threshold - -0.42005962401595
2024-09-27 17:19:23 - INFO - Construct: feature - 13 | threshold - 1
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - 2.1181441388064925
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - 0.5897356939261297
2024-09-27 17:19:23 - INFO - Construct: feature - 6 | threshold - 9
2024-09-27 17:19:23 - INFO - Construct: feature - 6 | threshold - 2
2024-09-27 17:19:23 - INFO - Construct: feature - 2 | threshold - -1.4027443996988473
2024-09-27 17:19:24 - INFO - Construct: feature - 11 | threshold - 4.101450894710998
2024-09-27 17:19:25 - INFO - Construct: feature - 4 | threshold - -0.42005962401595
2024-09-27 17:19:26 - INFO - Construct: feature - 12 | threshold - 0.8554579759201945
2024-09-27 17:19:26 - INFO - Construct: feature - 8 | threshold - 2
2024-09-27 17:19:26 - INFO - Construct: feature - 7 | threshold - 3
2024-09-27 17:19:26 - INFO - Construct: feature - 2 | threshold - -1.1880750228409103
2024-09-27 17:19:26 - INFO - Construct: feature - 2 | threshold - -1.4975256004264845
2024-09-27 17:19:26 - INFO - Construct: feature - 6 | threshold - 7
2024-09-27 17:19:26 - INFO - Construct: feature - 10 | threshold - 0.27424538320427655
2024-09-27 17:19:27 - INFO - Construct: feature - 10 | threshold - 0.24472680152384899
2024-09-27 17:19:27 - INFO - Construct: feature - 12 | threshold - -0.19740897840786611
2024-09-27 17:19:27 - INFO - Construct: feature - 12 | threshold - -1.979183824193815
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -0.38726672512971483
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.4825175300127018
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -0.04072414426058414
2024-09-27 17:19:27 - INFO - Construct: feature - 6 | threshold - 5
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.7757678656510413
2024-09-27 17:19:27 - INFO - Construct: feature - 1 | threshold - 6
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -0.27173674095610356
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -0.2718314842595098
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.409204946103117
2024-09-27 17:19:27 - INFO - Construct: feature - 13 | threshold - 25
2024-09-27 17:19:27 - INFO - Construct: feature - 12 | threshold - 3.5281202445991173
2024-09-27 17:19:27 - INFO - Construct: feature - 12 | threshold - 2.5562430559886
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -1.4749103739034068
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.5558301139222867
2024-09-27 17:19:27 - INFO - Construct: feature - 6 | threshold - 0
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -0.1295838885253291
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -0.225947302419851
2024-09-27 17:19:27 - INFO - Construct: feature - 6 | threshold - 9
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -1.540870661734855
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -1.5615341762077637
2024-09-27 17:19:27 - INFO - Construct: feature - 1 | threshold - 4
2024-09-27 17:19:27 - INFO - Construct: feature - 6 | threshold - 1
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.6291426978318715
2024-09-27 17:19:27 - INFO - Construct: feature - 7 | threshold - 2
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.9957056173797958
2024-09-27 17:19:27 - INFO - Construct: feature - 1 | threshold - 5
2024-09-27 17:19:27 - INFO - Construct: feature - 10 | threshold - 0.27424538320427655
2024-09-27 17:19:27 - INFO - Construct: feature - 12 | threshold - 0.4505091473324789
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -0.73433039416758
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -1.4603199051788405
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.7024552817414563
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.6291426978318715
2024-09-27 17:19:27 - INFO - Construct: feature - 13 | threshold - 6
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -1.100854337725094
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.7757678656510413
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.3358923621935321
2024-09-27 17:19:27 - INFO - Construct: feature - 13 | threshold - 1
2024-09-27 17:19:27 - INFO - Construct: feature - 1 | threshold - 7
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.6291426978318715
2024-09-27 17:19:27 - INFO - Construct: feature - 12 | threshold - -1.2502759327359267
2024-09-27 17:19:27 - INFO - Construct: feature - 2 | threshold - -0.2161792678386641
2024-09-27 17:19:27 - INFO - Construct: feature - 10 | threshold - 0.27424538320427655
2024-09-27 17:19:27 - INFO - Construct: feature - 10 | threshold - 0.23714404659676666
2024-09-27 17:19:27 - INFO - Construct: feature - 8 | threshold - 1
2024-09-27 17:19:27 - INFO - Construct: feature - 11 | threshold - 3.4686243673865116
2024-09-27 17:19:27 - INFO - Construct: feature - 11 | threshold - -0.2166595270325583
2024-09-27 17:19:27 - INFO - Construct: feature - 6 | threshold - 9
2024-09-27 17:19:27 - INFO - Construct: feature - 12 | threshold - 2.0703044616833415
2024-09-27 17:19:27 - INFO - Construct: feature - 10 | threshold - 0.32312707121636086
2024-09-27 17:19:27 - INFO - Construct: feature - 11 | threshold - 4.689607314224345
2024-09-27 17:19:27 - INFO - Construct: feature - 1 | threshold - 1
2024-09-27 17:19:27 - INFO - Construct: feature - 6 | threshold - 0
2024-09-27 17:19:27 - INFO - Construct: feature - 0 | threshold - -0.8490804495606261
2024-09-27 17:19:27 - INFO - Construct: feature - 11 | threshold - 5.682276376694128
2024-09-27 17:19:34 - INFO - Construct: feature - 11 | threshold - 4.101450894710998
2024-09-27 17:19:41 - INFO - Construct: feature - 12 | threshold - -0.5213680412780386
2024-09-27 17:19:41 - INFO - Construct: feature - 7 | threshold - 2
2024-09-27 17:19:41 - INFO - Construct: feature - 4 | threshold - -0.42005962401595
2024-09-27 17:19:41 - INFO - Construct: feature - 6 | threshold - 11
2024-09-27 17:19:41 - INFO - Construct: feature - 0 | threshold - 1.643547403365259
2024-09-27 17:19:41 - INFO - Construct: feature - 12 | threshold - -1.8172042927587286
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - 0.7780569581067818
2024-09-27 17:19:41 - INFO - Construct: feature - 0 | threshold - 0.10398314126397705
2024-09-27 17:19:41 - INFO - Construct: feature - 12 | threshold - -3.1940303099569616
2024-09-27 17:19:41 - INFO - Construct: feature - 0 | threshold - 1.9367977390035984
2024-09-27 17:19:41 - INFO - Construct: feature - 1 | threshold - 6
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - -0.8160749163465137
2024-09-27 17:19:41 - INFO - Construct: feature - 0 | threshold - 2.230048074641938
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - 0.8212125328083398
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - 0.03298614578949751
2024-09-27 17:19:41 - INFO - Construct: feature - 12 | threshold - -2.060173589911358
2024-09-27 17:19:41 - INFO - Construct: feature - 12 | threshold - -1.2502759327359267
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - 0.08439386221774212
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - 0.8177165049126482
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - -0.9929038178239846
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - 2.0135570061763057
2024-09-27 17:19:41 - INFO - Construct: feature - 0 | threshold - 2.743236162009032
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - -0.6063037682746811
2024-09-27 17:19:41 - INFO - Construct: feature - 0 | threshold - 1.5702348194556741
2024-09-27 17:19:41 - INFO - Construct: feature - 10 | threshold - -0.145920483558874
2024-09-27 17:19:41 - INFO - Construct: feature - 6 | threshold - 4
2024-09-27 17:19:41 - INFO - Construct: feature - 12 | threshold - -1.0073066355832974
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - 0.127198886696697
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - -0.7246760515504806
2024-09-27 17:19:41 - INFO - Construct: feature - 0 | threshold - 1.2769844838173348
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - -0.3142859585158615
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - -0.10227886848364076
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - 1.6726516518598484
2024-09-27 17:19:41 - INFO - Construct: feature - 12 | threshold - -1.2502759327359267
2024-09-27 17:19:41 - INFO - Construct: feature - 0 | threshold - 0.6904838125406559
2024-09-27 17:19:41 - INFO - Construct: feature - 8 | threshold - 2
2024-09-27 17:19:41 - INFO - Construct: feature - 0 | threshold - 2.083422906822768
2024-09-27 17:19:41 - INFO - Construct: feature - 1 | threshold - 7
2024-09-27 17:19:41 - INFO - Construct: feature - 2 | threshold - -0.7683242914297513
2024-09-27 17:19:41 - INFO - Construct: feature - 1 | threshold - 2
2024-09-27 17:19:46 - INFO - Construct: feature - 6 | threshold - 9
2024-09-27 17:19:48 - INFO - Construct: feature - 4 | threshold - -0.42005962401595
2024-09-27 17:19:48 - INFO - Construct: feature - 10 | threshold - 0.27424538320427655
2024-09-27 17:19:49 - INFO - Construct: feature - 10 | threshold - 0.24472680152384899
2024-09-27 17:19:49 - INFO - Construct: feature - 11 | threshold - 3.4686243673865116
2024-09-27 17:19:50 - INFO - Construct: feature - 2 | threshold - 3.1843189550283224
2024-09-27 17:19:50 - INFO - Construct: feature - 10 | threshold - -0.145920483558874
2024-09-27 17:19:50 - INFO - Construct: feature - 10 | threshold - 0.40437087400652855
2024-09-27 17:19:50 - INFO - Construct: feature - 10 | threshold - 0.44797171483725184
2024-09-27 17:19:50 - INFO - Construct: feature - 6 | threshold - 0
2024-09-27 17:19:50 - INFO - Construct: feature - 1 | threshold - 7
2024-09-27 17:19:50 - INFO - Construct: feature - 2 | threshold - 0.07507112116256469
2024-09-27 17:19:50 - INFO - Construct: feature - 10 | threshold - 0.23714404659676666
2024-09-27 17:19:50 - INFO - Construct: feature - 3 | threshold - 2
2024-09-27 17:19:50 - INFO - Construct: feature - 2 | threshold - -1.1410254983693544
2024-09-27 17:19:50 - INFO - Construct: feature - 8 | threshold - 2
2024-09-27 17:19:50 - INFO - Construct: feature - 0 | threshold - 0.25060830908314674
2024-09-27 17:19:51 - INFO - Construct: feature - 11 | threshold - 3.4686243673865116
2024-09-27 17:19:51 - INFO - Construct: feature - 2 | threshold - -0.69628148351962
2024-09-27 17:19:51 - INFO - Construct: feature - 0 | threshold - 1.8634851550940137
2024-09-27 17:19:51 - INFO - Construct: feature - 2 | threshold - -0.7045525739069879
2024-09-27 17:19:51 - INFO - Construct: feature - 10 | threshold - 0.44797171483725184
2024-09-27 17:19:52 - INFO - Construct: feature - 6 | threshold - 7
2024-09-27 17:19:53 - INFO - Construct: feature - 6 | threshold - 13
2024-09-27 17:19:53 - INFO - Construct: feature - 0 | threshold - 1.2769844838173348
2024-09-27 17:19:53 - INFO - Construct: feature - 12 | threshold - -0.44037827556049547
2024-09-27 17:19:53 - INFO - Construct: feature - 6 | threshold - 11
2024-09-27 17:19:53 - INFO - Construct: feature - 2 | threshold - -1.111077140162631
2024-09-27 17:19:53 - INFO - Construct: feature - 2 | threshold - -1.0152348144368435
2024-09-27 17:19:53 - INFO - Construct: feature - 6 | threshold - 12
2024-09-27 17:19:53 - INFO - Construct: feature - 10 | threshold - 0.40437087400652855
2024-09-27 17:19:53 - INFO - Construct: feature - 0 | threshold - 1.130359315998165
2024-09-27 17:19:53 - INFO - Construct: feature - 0 | threshold - 2.230048074641938
2024-09-27 17:19:53 - INFO - Construct: feature - 2 | threshold - -0.2553650981274993
2024-09-27 17:19:53 - INFO - Construct: feature - 3 | threshold - 2
2024-09-27 17:19:53 - INFO - Construct: feature - 2 | threshold - -1.4974498057837595
2024-09-27 17:19:53 - INFO - Construct: feature - 2 | threshold - 0.3440473595329783
2024-09-27 17:19:53 - INFO - Construct: feature - 8 | threshold - 2
2024-09-27 17:19:53 - INFO - Construct: feature - 11 | threshold - 3.4686243673865116
2024-09-27 17:19:54 - INFO - Construct: feature - 10 | threshold - 0.44797171483725184
2024-09-27 17:19:54 - INFO - Construct: feature - 0 | threshold - 0.32392089299273163
2024-09-27 17:19:54 - INFO - Construct: feature - 1 | threshold - 5
2024-09-27 17:19:54 - INFO - Construct: feature - 12 | threshold - 0.36951938161493575
2024-09-27 17:19:54 - INFO - Construct: feature - 12 | threshold - 2.394263524553514
2024-09-27 17:19:54 - INFO - Construct: feature - 0 | threshold - 1.4969222355460894
2024-09-27 17:19:54 - INFO - Construct: feature - 13 | threshold - 1
2024-09-27 17:19:54 - INFO - Construct: feature - 2 | threshold - 0.48046824210767314
2024-09-27 17:19:54 - INFO - Construct: feature - 11 | threshold - 4.689607314224345
2024-09-27 17:19:54 - INFO - Construct: feature - 0 | threshold - 2.0101103229131834
2024-09-27 17:19:54 - INFO - Construct: feature - 6 | threshold - 6
2024-09-27 17:19:54 - INFO - Construct: feature - 11 | threshold - 4.4662567751686435
2024-09-27 17:19:54 - INFO - Construct: feature - 2 | threshold - 0.3374342769552204
2024-09-27 17:19:54 - INFO - Construct: feature - 11 | threshold - 4.503481865011261
2024-09-27 17:19:54 - INFO - Construct: feature - 2 | threshold - 0.0018629706205362975
2024-09-27 17:19:54 - INFO - Construct: feature - 0 | threshold - 0.4705460608119013
2024-09-27 17:19:54 - INFO - Construct: feature - 11 | threshold - 5.116455011086352
2024-09-27 17:19:54 - INFO - Construct: feature - 11 | threshold - 5.776579937628758
2024-09-27 17:19:54 - INFO - Construct: feature - 11 | threshold - 5.682276376694128
2024-09-27 17:19:54 - INFO - Construct: feature - 0 | threshold - 2.0101103229131834
2024-09-27 17:19:54 - INFO - Construct: feature - 11 | threshold - 5.178496827490713
2024-09-27 17:19:54 - INFO - Construct: feature - 7 | threshold - 2
2024-09-27 17:19:54 - INFO - Construct: feature - 0 | threshold - 1.5702348194556741
2024-09-27 17:19:54 - INFO - Construct: feature - 5 | threshold - 1
